condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_short,learned_R_short_0p5
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,30,13.591631395998775,frontload,0.6,0.0,0.0,400000,100.0,-23.453027725219727,26.0,0.009999999776482582,0.0,0.560329794883728,0.5654668211936951,0.3799999952316284,0.3100000023841858,0.8403877019882202,0.8377705812454224,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1511380821466446,-26.143239974975586,0.7698238501795923,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,31,1.0980538799994974,frontload,0.6,0.0,0.0,400000,100.0,-26.425960540771484,26.0,0.0,0.0,0.6736255884170532,0.6637890338897705,0.17000000178813934,0.25,0.9843806028366089,0.977250337600708,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.16023170948028564,-28.314130783081055,0.16810901206806853,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,32,1.2027674320015649,frontload,0.6,0.0,0.0,400000,100.0,-23.45677375793457,26.0,0.0,0.0,0.5017951726913452,0.5048917531967163,0.4099999964237213,0.3499999940395355,0.7449019551277161,0.7447630763053894,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14095740020275116,-27.583032608032227,0.7690656616807533,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,33,1.1684428090011352,frontload,0.6,0.0,0.0,400000,100.0,-23.1677188873291,26.0,0.009999999776482582,0.009999999776482582,0.523676872253418,0.519386887550354,0.3799999952316284,0.4699999988079071,0.7784909605979919,0.7801038026809692,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14348401129245758,-26.865230560302734,0.8275697098589954,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,34,1.1793140820009285,frontload,0.6,0.0,0.0,400000,100.0,-25.08985710144043,26.0,0.0,0.0,0.629287838935852,0.6313638687133789,0.2199999988079071,0.17000000178813934,0.9301730990409851,0.9269992113113403,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1659707874059677,-26.86243438720703,0.4385333084032439,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,35,1.095644369999718,frontload,0.6,0.0,0.0,400000,100.0,-24.32486343383789,26.0,0.019999999552965164,0.009999999776482582,0.5175427198410034,0.512517511844635,0.44999998807907104,0.4399999976158142,0.7551780343055725,0.74478679895401,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.12790155410766602,-26.11797332763672,0.5933662862794602,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,36,1.0689064289999806,frontload,0.6,0.0,0.0,400000,100.0,-24.583011627197266,26.0,0.0,0.0,0.6024848222732544,0.6053524017333984,0.22999998927116394,0.2800000011920929,0.8468653559684753,0.860214352607727,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.16482268273830414,-27.388965606689453,0.5411176792596645,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,37,1.1439971809995768,frontload,0.6,0.0,0.0,400000,100.0,-24.6083984375,26.0,0.0,0.0,0.604286789894104,0.5968612432479858,0.25999999046325684,0.26999998092651367,0.8592240214347839,0.8515171408653259,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1804819107055664,-26.927005767822266,0.5359794466122365,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,38,1.0624483459996554,frontload,0.6,0.0,0.0,400000,100.0,-23.78999137878418,26.0,0.0,0.0,0.6272448301315308,0.6236757040023804,0.3100000023841858,0.3199999928474426,0.9037194848060608,0.9009978771209717,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.15065130591392517,-27.70481300354004,0.7016231733283154,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,39,1.1436248360005266,frontload,0.6,0.0,0.0,400000,100.0,-25.58418083190918,26.0,0.0,0.0,0.7188878059387207,0.7057301998138428,0.20999999344348907,0.23999999463558197,1.0481960773468018,1.0364559888839722,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.13623131811618805,-27.485607147216797,0.3384833099983909,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,40,1.1428963859998476,frontload,0.6,0.0,0.0,400000,100.0,-24.724594116210938,26.0,0.0,0.0,0.6375254988670349,0.6372888684272766,0.25,0.26999998092651367,0.935109555721283,0.92600417137146,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14197176694869995,-27.20741844177246,0.512461705599366,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,41,1.1836822540008143,frontload,0.6,0.0,0.0,400000,100.0,-25.62202262878418,26.0,0.0,0.0,0.6288421154022217,0.632368803024292,0.29999998211860657,0.20999999344348907,0.9260410070419312,0.924061119556427,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.17922291159629822,-28.64422607421875,0.3308242164052302,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,42,1.1803908939982648,frontload,0.6,0.0,0.0,400000,100.0,-22.323360443115234,26.0,0.0,0.0,0.5623511672019958,0.5538324117660522,0.28999999165534973,0.28999999165534973,0.8198458552360535,0.812760055065155,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1763439029455185,-28.282032012939453,0.9984659379575614,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,43,1.1302663500009658,frontload,0.6,0.0,0.0,400000,100.0,-29.34110450744629,26.0,0.0,0.0,0.9270052313804626,0.9128079414367676,0.14999999105930328,0.09999999403953552,1.3175947666168213,1.2947994470596313,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1868664026260376,-27.607486724853516,-0.42190949450688353,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,44,1.0972693420008,frontload,0.6,0.0,0.0,400000,100.0,-25.05586814880371,26.0,0.0,0.0,0.5437368154525757,0.5419180393218994,0.26999998092651367,0.2800000011920929,0.7774229049682617,0.773624837398529,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.16329120099544525,-26.645790100097656,0.44541259508823,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,45,1.094813656000042,frontload,0.6,0.0,0.0,400000,100.0,-24.1102237701416,26.0,0.0,0.0,0.5978837013244629,0.5975742340087891,0.23999999463558197,0.22999998927116394,0.8705031275749207,0.8679444193840027,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.15238912403583527,-26.479835510253906,0.6368088658822403,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,46,1.0954619210006058,frontload,0.6,0.0,0.0,400000,100.0,-25.598962783813477,26.0,0.0,0.0,0.5937103033065796,0.5935748219490051,0.25,0.29999998211860657,0.9060593247413635,0.8979949951171875,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14270447194576263,-26.760597229003906,0.3354914765635625,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,47,1.094831062000594,frontload,0.6,0.0,0.0,400000,100.0,-23.72450065612793,26.0,0.009999999776482582,0.0,0.5276936292648315,0.5273590087890625,0.3100000023841858,0.26999998092651367,0.7821179628372192,0.7759335041046143,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.17403250932693481,-27.045644760131836,0.7148783465951887,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,48,1.1812549740006943,frontload,0.6,0.0,0.0,400000,100.0,-26.164751052856445,26.0,0.0,0.0,0.6590301394462585,0.6637612581253052,0.23999999463558197,0.22999998927116394,0.9777712821960449,0.9771766662597656,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1671091467142105,-26.36924171447754,0.22097721814114163,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,49,1.0951185849989997,frontload,0.6,0.0,0.0,400000,100.0,-23.664291381835938,26.0,0.0,0.0,0.5983644723892212,0.594971776008606,0.3999999761581421,0.3999999761581421,0.8994910717010498,0.9023814797401428,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.16794778406620026,-26.690673828125,0.7270645667290246,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,50,1.0980059899993648,frontload,0.6,0.0,0.0,400000,100.0,-24.467363357543945,26.0,0.0,0.0,0.5556082129478455,0.5558074712753296,0.32999998331069946,0.3199999928474426,0.8165910840034485,0.8105948567390442,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.15620461106300354,-27.132808685302734,0.5645246259246904,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,51,1.0975850670001819,frontload,0.6,0.0,0.0,400000,100.0,-24.423673629760742,26.0,0.0,0.009999999776482582,0.6061843633651733,0.599574089050293,0.2800000011920929,0.3400000035762787,0.9195229411125183,0.9077438712120056,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.17477808892726898,-27.666507720947266,0.5733673274289717,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,52,1.1248609619997296,frontload,0.6,0.0,0.0,400000,100.0,-24.887374877929688,26.0,0.0,0.0,0.6252579689025879,0.6180359125137329,0.2199999988079071,0.25,0.9260422587394714,0.9199690818786621,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.16558977961540222,-27.547494888305664,0.4795152497720116,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,53,1.1791425320006965,frontload,0.6,0.0,0.0,400000,100.0,-24.58423614501953,26.0,0.0,0.0,0.5851525068283081,0.5870636105537415,0.2800000011920929,0.23999999463558197,0.9040067791938782,0.9068713188171387,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1210007518529892,-26.6905574798584,0.5408698396383534,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,54,1.189088551000168,frontload,0.6,0.0,0.0,400000,100.0,-23.84310531616211,26.0,0.0,0.0,0.5846312046051025,0.581733226776123,0.3999999761581421,0.3700000047683716,0.8760501146316528,0.8631614446640015,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.14223888516426086,-27.627878189086914,0.690873033243197,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,55,1.110043033000693,frontload,0.6,0.0,0.0,400000,100.0,-24.4985294342041,26.0,0.0,0.009999999776482582,0.5454630851745605,0.5425461530685425,0.3700000047683716,0.3799999952316284,0.8066796660423279,0.8100938200950623,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.18982729315757751,-27.587238311767578,0.5582166829150006,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,56,1.1049119070012239,frontload,0.6,0.0,0.0,400000,100.0,-23.138463973999023,26.0,0.0,0.0,0.5396485328674316,0.5413464307785034,0.3400000035762787,0.3700000047683716,0.8238748908042908,0.822388231754303,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1731768548488617,-26.952774047851562,0.8334908377587887,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,57,1.1061664660010138,frontload,0.6,0.0,0.0,400000,100.0,-25.135953903198242,26.0,0.0,0.0,0.6931371688842773,0.6846427321434021,0.19999998807907104,0.22999998927116394,1.0297359228134155,1.0183048248291016,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.13994058966636658,-26.581323623657227,0.4292034206028654,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,58,1.1940532360004,frontload,0.6,0.0,0.0,400000,100.0,-24.27544593811035,26.0,0.009999999776482582,0.0,0.519477128982544,0.517256498336792,0.41999998688697815,0.429999977350235,0.7613644003868103,0.7602062821388245,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1667788177728653,-26.941591262817383,0.6033682749843594,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,59,1.2098692529998516,frontload,0.6,0.0,0.0,400000,100.0,-24.72610092163086,26.0,0.0,0.0,0.6631412506103516,0.658954381942749,0.1899999976158142,0.17000000178813934,0.9495278596878052,0.9479327201843262,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.21326319873332977,-28.291427612304688,0.5121567316105253,1.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,60,1.0479298519985605,frontload,0.6,0.0,0.0,400000,100.0,-31.637290954589844,26.0,0.0,0.0,1.0748393535614014,1.0561985969543457,0.07000000029802322,0.07999999821186066,1.4385508298873901,1.4094382524490356,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1755620837211609,-26.670703887939453,-0.8866524073266048,0.0
rescue_short_anchor__support__t400k__a0p00__c0p60,rescue_short,support,short,0.0,0.6,61,1.1262962230011908,frontload,0.6,0.0,0.0,400000,100.0,-24.21566390991211,26.0,0.0,0.0,0.5903433561325073,0.592877984046936,0.23999999463558197,0.23999999463558197,0.8596644997596741,0.8546938896179199,4.0,104.0,4.0,4.0,0.01600000075995922,2.0,0.40000003576278687,0.6000000238418579,0.0,0.0,0.1345607191324234,-27.755666732788086,0.6154680214808532,1.0
